3390,333,43,0,3,"Pje Alcaicería"
40500,40101,43,1,3,"Calle de María Cristina"
40101,334,45,0,5,"Calle de la Feria"
3391,334,27,0,2,"Calle de la Feria"
20900,40103,184,2,15,"Calle de Elisa Cendrero"
20902,40102,114,2,7,"Calle de la Luz"
40100,40103,52,0,7,"Calle de la Paloma"
40100,40104,93,1,5,"Calle de los Huertos"
40101,40103,123,1,25,"Calle Calatrava"
40102,40103,122,0,16,"Calle Calatrava"
40102,40104,109,0,8,"Calle del Cardenal Montescillo"
40502,40100,84,1,16,"Calle de la Paloma"
40503,40104,109,0,14,"Calle del Cardenal Montescillo"
20503,40200,31,0,2,"Calle Corazón de Mª"
40200,40308,68,0,4,"Calle del Progreso"
40200,40201,120,0,4,"Calle Corazón de Mª"
40308,40202,120,0,3,"Calle del Refugio"
40201,40202,67,0,3," Calle de los Huertos"
40104,40201,54,1,2,"Calle de los Huertos"
40201,40203,40,0,4,"Calle Corazón de Mª"
40202,40204,50,0,1,"Calle del Refugio"
40203,40204,65,1,2,"Calle de Gerardo Sánchez Barrejón"
40202,40305,65,0,1,"Calle de Quevedo"
40204,40304,72,0,1,"Calle Camino del Pintor López Villaseñor"
40203,40701,67,1,2,"Calle Corazón de Mª"
40204,40702,62,0,2,"Calle del Refugio"
40702,40303,86,0,3,"Calle de la Libertad"
40404,40301,50,1,0,"Libertad"
40302,40301,80,2,1,"Libertad"
40303,40302,47,2,1,"Libertad"
40303,40304,66,3,1,"Lirio"
40305,40307,110,2,4,"Lirio"
40307,40407,58,2,2,"Progreso"
40305,40306,82,2,1,"Quevedo"
40306,40405,58,0,2,"Quevedo"
40301,40306,140,0,3,"Cañas"
40307,40308,70,0,0,"Progreso"
40308,40309,91,0,6,"Refugio"
40307,20403,54,1,1,"Lirio"
40304,40305,66,0,0,"Lirio"
40306,40407,120,0,1,"Cañas"
40400,40401,125,0,4,"Ronda de Calatrava"
40400,40409,93,0,5,"Calle de Felipe II"
40401,40402,462,1,8,"Ronda de Calatrava"
40401,40405,140,0,3,"Calle de Quevedo"
40402,40403,29,1,3,"Calle de la Libertad"
40403,40404,80,1,4,"Calle de la Libertad"
40404,40405,140,0,0,"Calle de Juan de Ávila"
40405,40406,379,0,2,"Calle de Juan de Ávila"
40406,40407,116,0,1,"Calle de Felipe II"
40406,40409,28,0,2,"Calle de Felipe II"
40407,40408,54,2,1,"Calle de las Cañas"
40500,333,20,0,1,"Calle Plaza Mayor"
333,40501,90,3,10,"Calle Plaza Mayor"
40500,40502,100,0,6,"Calle de la Cruz"
40502,40503,92,2,10,"Calle de la Libertad"
40503,40601,130,1,10,"Calle del Cardenal Monescillo"
40502,40600,120,2,13,"Calle de la Paloma"
40501,40600,100,0,7,"Calle de Velazquez"
40506,40600,86,0,0,"Calle de la Paloma"
40507,40506,170,1,16,"Calle de Ramon y Cajal"
40600,40601,92,2,6,"Calle Lanza"
40601,40602,72,2,5,"Calle Lanza"
40602,40603,8,0,1,"Calle Lanza"
40603,40604,192,6,3,"Calle Palma"
40604,40605,75,1,1,"Calle Hernan Perez Del Pulgar"
40605,40606,64,0,3,"Calle Hernan Perez Del Pulgar"
40606,362,84,3,0,"Calle Hernan Perez Del Pulgar"
40506,40605,113,0,6,"Calle Ruiz Morote"
40506,40608,74,0,4,"Calle General Rey"
40608,40603,66,1,3,"Calle General Rey"
40608,40609,36,1,0,"Calle General Rey(Pasaje)"
40609,40610,34,4,0,"Calle General Rey(Pasaje)"
40503,40701,55,2,5,"Calle de la Libertad"
40701,40702,62,1,3,"Calle de la Libertad"
40702,40703,150,6,9,"Calle Alcántara"
40703,40704,17,0,2,"Calle de Mata"
40704,40705,37,2,1,"Calle Madrilas"
40705,40706,48,2,0,"Calle Madrilas"
40705,40710,130,10,10,"Calle Hidalgos"
40706,40707,83,3,2,"Avenida del Torreon"
40707,40603,78,2,7,"Calle de La Palma"
40602,40703,52,1,5,"Calle de Mata"
40602,40701,160,4,12,"Calle Conde de la Cañada"
40310,40913,33,4,2,"de la Mata"
40704,40311,60,7,3,"de la Mata"
40303,40311,140,5,5,"Conde de la Cañada"
40310,40311,50,6,2,"de la Mata"
40303,40310,130,0,1,"Delicias"
40911,40912,18,8,1,"Avenida del Torreón"
40911,40710,51,1,0,"de la Cierva"
40710,40913,52,0,0,"de la Cierva"
40302,40913,114,4,3,"de la Cierva"
40402,40916,110,0,2,"Ronda de Calatrava"
40916,40915,32,0,1,"de la Mata"
40403,40915,112,0,0,"de Alonso Quijano"
40914,40301,107,0,2,"de las Cañas"
40908,40910,400,0,3,"Ronda de la Mata"
40908,40901,300,0,3,"Ronda de Granada"
40910,40912,140,0,0,"del Pozo Concejo"
40910,40916,400,1,2,"Ronda de la Mata"
40911,40706,124,4,3,"Avenida del Torreón"
40901,40902,160,3,9,"de la Ciruela"
40902,40903,60,0,7,"de la Ciruela"
40902,40904,104,0,3,"de San Francisco"
40903,40904,87,1,2,"de Juan Caba"
40903,40905,37,0,6,"de la Ciruela"
40905,363,120,10,0,"de la Ciruela"
40904,40907,57,1,2,"de San Francisco"
40906,40907,97,6,2,"de Montesa"
40906,40606,64,3,2,"Montesa-Hernán Pérez del Pulgar"
40907,40605,86,2,3,"de San Francisco"
40907,40909,66,0,0,"Plaza San Francisco"
40908,40909,129,0,2,"de Granada"
40909,40605,82,1,4,"Plaza San Francisco"
40909,40604,43,0,0,"de Granada"
40915,40917,17,0,0,"de la Mata"
40917,40918,29,0,1,"de la Mata"
40914,40918,76,2,9,"de la Mata"
40917,40919,64,0,2,"del Infante de la Cerda"
40918,40920,62,2,0,"del Infante de la Cerda"
40919,40920,29,0,0,"del Infante de la Cerda"
40920,40921,73,3,0,"Pasaje de San Vicente Ferrer "
40914,40921,59,4,1,"del Pozo Concejo"
40912,40921,46,0,1,"del Pozo Concejo"
40921,40710,115,6,2,"de los Hidalgos"
