50013,38.98874,-3.933164
10102,38.990245,-3.932655
10104,38.991154,-3.932312
10105,38.991058,-3.93192
10106,38.990958,-3.931577
10107,38.990916,-3.93148
10108,38.99032,-3.931839
10201,38.990041,-3.931276
10101,38.989419,-3.931593
10301,38.989400,-3.929373
10302,38.989546,-3.928911
10307,38.989664,-3.93010
50007,38.989739,-3.92817
50010,38.987697,-3.929892
50011,38.988621,-3.93051
10401,38.993124,-3.931455
10402,38.991847,-3.93205
10403,38.991782,-3.931659
10404,38.991648,-3.931605
10405,38.991582,-3.931283
10501,38.992738,-3.930284
10502,38.991963,-3.930573
10503,38.991446,-3.930799
10504,38.990804,-3.931013
10505,38.990491,-3.931137
10506,38.990420,-3.930713
10507,38.991321,-3.930434
10508,38.993664,-3.929876
10600,38.991045,-3.92891
10601,38.990566,-3.929216
10602,38.990362,-3.929881
10603,38.990337,-3.93001
10604,38.99112,-3.929694
10605,38.991467,-3.929603
10606,38.991767,-3.929479
10701,38.994081,-3.93071
10702,38.994398,-3.93057
10703,38.994673,-3.930396
10704,38.995031,-3.928717
10801,38.994786,-3.929838
10802,38.994651,-3.930094
10803,38.994649,-3.928967
10804,38.994477,-3.928995
10805,38.994483,-3.929149
10806,38.994546,-3.929562
10807,38.994122,-3.929694
10808,38.993994,-3.929256
10809,38.993989,-3.929756
10810,38.993874,-3.929331
10811,38.993925,-3.929798
10812,38.993832,-3.929807
10813,38.993710,-3.929386
10814,38.993559,-3.929443
10815,38.993516,-3.929246
10901,38.992389,-3.929262
10902,38.992897,-3.929088
10903,38.993416,-3.928903
10904,38.994379,-3.928514
10905,38.994796,-3.928374
50002,38.994673,-3.927856
20100,38.990987,-3.923610
20101,38.991446,-3.923165
20200,38.991512,-3.925574
20201,38.99052,-3.925359
20202,38.991629,-3.925118
20203,38.990749,-3.924699
20204,38.99017,-3.924415
20405,38.989749,-3.924807
20300,38.992231,-3.9224083
20400,38.989911,-3.921567
20401,38.989657,-3.922285
20402,38.989474,-3.922806
20403,38.989036,-3.924345
20404,38.989482,-3.924565
20500,38.989486,-3.92552
20501,38.989236,-3.926282
20502,38.990295,-3.925928
20503,38.988565,-3.92592
40309,38.989213,-3.925308
20700,38.99243,-3.925735
20801,38.992388,-3.926969
20802,38.992388,-3.926427
20803,38.991863,-3.926861
20805,38.991296,-3.926743
20807,38.991387,-3.926228
20808,38.990633,-3.926604
20900,38.988896,-3.927776
20901,38.98989,-3.927964
20902,38.9891,-3.926843
20903,38.990043,-3.927248
21000,38.990389,-3.926477
21001,38.990723,-3.927432
21002,38.990545,-3.928122
20800,38.992996,-3.927172
50003,38.992813,-3.927934
50004,38.992136,-3.927996
50005,38.991681,-3.928028
20804,38.991754,-3.927725
20806,38.991154,-3.92758
50006,38.991062,-3.928082
50012,38.99366,-3.927897
50050,38.988068,-3.932161
21200,38.993585,-3.927269
50001,38.99568,-3.92807
21300,38.99534,-3.926518
21301,38.994664,-3.927505
21302,38.993914,-3.927355
21303,38.994689,-3.925263
21304,38.99295,-3.9230583
313,38.987694,-3.933745
314,38.987440,-3.933299
315,38.987144,-3.932565
316,38.986873,-3.932055
329,38.987286,-3.934034
322,38.987131,-3.933450
330,38.986881,-3.934179
323,38.986594,-3.933605
324,38.986172,-3.932962
325,38.985939,-3.932591
385,38.986427,-3.932892
386,38.986264,-3.932436
326,38.986448,-3.931336
378,38.980949,-3.93074
379,38.981182,-3.93055
380,38.981986,-3.929872
381,38.981911,-3.929131
383,38.979876,-3.928434
306,38.987801,-3.93155
328,38.985833,-3.930305
331,38.98635,-3.929597
320,38.986417,-3.93097
388,38.986651,-3.930337
317,38.987118,-3.931078
307,38.987535,-3.930981
377,38.980746,-3.931078
312,38.987918,-3.933803
359,38.983556,-3.929856
355,38.984181,-3.930166
358,38.983858,-3.929162
356,38.984443,-3.929335
347,38.984889,-3.929633
327,38.985582,-3.931948
389,38.985456,-3.931815
343,38.985137,-3.931298
344,38.985072,-3.931125
346,38.984860,-3.930824
305,38.988708,-3.928337
311,38.987974,-3.928418
321,38.987386,-3.928337
304,38.988356,-3.928937
318,38.986976,-3.930702
309,38.987327,-3.929662
319,38.986443,-3.929114
334,38.986088,-3.92883
335,38.985226,-3.929850
345,38.984600,-3.930371
354,38.983812,-3.930934
371,38.983237,-3.931320
373,38.982691,-3.931738
384,38.982173,-3.932232
374,38.981535,-3.932597
375,38.981302,-3.932183
376,38.982107,-3.930548
353,38.984310,-3.93150
372,38.982977,-3.932446
362,38.983582,-3.928476
363,38.983206,-3.928524
364,38.982752,-3.929206
382,38.981972,-3.928862
342,38.985244,-3.93317
350,38.984493,-3.93418
351,38.984527,-3.93316
352,38.984568,-3.93206
365,38.983876,-3.93417
366,38.983918,-3.93312
367,38.983868,-3.93223
368,38.983167,-3.93412
369,38.983201,-3.93306
370,38.983217,-3.93237
336,38.985983,-3.934234
338,38.985708,-3.934239
340,38.985410,-3.934228
337,38.985959,-3.933641
339,38.985676,-3.933657
341,38.985408,-3.933682
387,38.986231,-3.933618
333,38.985878,-3.928433
348,38.985474,-3.928706
357,38.984649,-3.928288
3390,38.985695,-3.928856
3391,38.985912,-3.929055
40500,38.986007,-3.928438
40100,38.987019,-3.927318
40101,38.986564,-3.928418
40102,38.988052,-3.926411
40103,38.987382,-3.927399
40104,38.987127,-3.926379
40200,38.988327,-3.925703
40308,38.988527,-3.925021
40201,38.988001,-3.925724
40202,38.987563,-3.924881
40203,38.986913,-3.925681
40204,38.987021,-3.924897
40305,38.987547,-3.924055
40304,38.987009,-3.924007
40303,38.986454,-3.923889
40311,38.985133,-3.923836
40310,38.985242,-3.923442
40302,38.986407,-3.923332
40301,38.986522,-3.922420
40307,38.988523,-3.924196
40306,38.987664,-3.923145
40400,38.989227,-3.921551
40401,38.988155,-3.921368
40402,38.987000,-3.920671
40403,38.986912,-3.920968
40404,38.986671,-3.921840
40405,38.987869,-3.922420
40406,38.988819,-3.922886
40407,38.988667,-3.923576
40408,38.989143,-3.923761
40409,38.988941,-3.922575
40501,38.985024,-3.928315
40502,38.986075,-3.92728
40503,38.986117,-3.926196
40504,38.983882,-3.928626
40506,38.984316,-3.926775
40507,38.983753,-3.928524
40600,38.985043,-3.927154
40601,38.98497,-3.926032
40602,38.984799,-3.925231
40603,38.984716,-3.925198
40604,38.98304,-3.9257
40605,38.98329,-3.92655
40606,38.983498,-3.927569
40608,38.984512,-3.925949
40609,38.984153,-3.925804
40610,38.984224,-3.925434
40701,38.986227,-3.925582
40702,38.986284,-3.924855
40703,38.984899,-3.924726
40704,38.984941,-3.924512
40705,38.984624,-3.924394
40706,38.984195,-3.924265
40707,38.98404,-3.925198
40901,38.979925,-3.927366
40902,38.981367,-3.927768
40903,38.981864,-3.927891
40904,38.982101,-3.926824
40905,38.982156,-3.928031
40906,38.982798,-3.927655
40907,38.982487,-3.926623
40908,38.981705,-3.925220
40909,38.982706,-3.925933
40910,38.983348,-3.921111
40911,38.984457,-3.922902
40912,38.984699,-3.921529
40913,38.985350,-3.923106
40914,38.985658,-3.921872
40915,38.985967,-3.920553
40916,38.986075,-3.920070
40710,38.984865,-3.923004
40917,38.985925,-3.920698
40918,38.985854,-3.920985
40919,38.985352,-3.920502
40920,38.985298,-3.920832
40921,38.985122,-3.921658
